variable_name,datasets_involved,conflict_type,evidence,proposed_change,risk_note
pc01_pca_main_al_p; pc11_pca_main_al_p,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'agricultural labourers total' appears under variables: pc01_pca_main_al_p; pc11_pca_main_al_p,"Consider one unified name, e.g. pc01_pca_main_al_p, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_main_cl_f; pc11_pca_main_cl_f,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'cultivators female' appears under variables: pc01_pca_main_cl_f; pc11_pca_main_cl_f,"Consider one unified name, e.g. pc01_pca_main_cl_f, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_main_cl_m; pc11_pca_main_cl_m,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'cultivators male' appears under variables: pc01_pca_main_cl_m; pc11_pca_main_cl_m,"Consider one unified name, e.g. pc01_pca_main_cl_m, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_main_cl_p; pc11_pca_main_cl_p,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'cultivators total' appears under variables: pc01_pca_main_cl_p; pc11_pca_main_cl_p,"Consider one unified name, e.g. pc01_pca_main_cl_p, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_main_hh_f; pc11_pca_main_hh_f,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'manufacturing and processing in household industries female' appears under variables: pc01_pca_main_hh_f; pc11_pca_main_hh_f,"Consider one unified name, e.g. pc01_pca_main_hh_f, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_main_hh_m; pc11_pca_main_hh_m,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'manufacturing and processing in household industries male' appears under variables: pc01_pca_main_hh_m; pc11_pca_main_hh_m,"Consider one unified name, e.g. pc01_pca_main_hh_m, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_main_hh_p; pc11_pca_main_hh_p,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'manufacturing and processing in household industries total' appears under variables: pc01_pca_main_hh_p; pc11_pca_main_hh_p,"Consider one unified name, e.g. pc01_pca_main_hh_p, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_main_ot_f; pc11_pca_main_ot_f,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'other services workers female' appears under variables: pc01_pca_main_ot_f; pc11_pca_main_ot_f,"Consider one unified name, e.g. pc01_pca_main_ot_f, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_main_ot_m; pc11_pca_main_ot_m,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'other services workers male' appears under variables: pc01_pca_main_ot_m; pc11_pca_main_ot_m,"Consider one unified name, e.g. pc01_pca_main_ot_m, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_main_ot_p; pc11_pca_main_ot_p,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'other services workers total' appears under variables: pc01_pca_main_ot_p; pc11_pca_main_ot_p,"Consider one unified name, e.g. pc01_pca_main_ot_p, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_mainwork_f; pc11_pca_mainwork_f,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'main workers female' appears under variables: pc01_pca_mainwork_f; pc11_pca_mainwork_f,"Consider one unified name, e.g. pc01_pca_mainwork_f, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_mainwork_m; pc11_pca_mainwork_m,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'main workers male' appears under variables: pc01_pca_mainwork_m; pc11_pca_mainwork_m,"Consider one unified name, e.g. pc01_pca_mainwork_m, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_mainwork_p; pc11_pca_mainwork_p,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'main workers total' appears under variables: pc01_pca_mainwork_p; pc11_pca_mainwork_p,"Consider one unified name, e.g. pc01_pca_mainwork_p, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_marg_al_f; pc11_pca_marg_al_f,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'marginal agricultural labourers female' appears under variables: pc01_pca_marg_al_f; pc11_pca_marg_al_f,"Consider one unified name, e.g. pc01_pca_marg_al_f, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_marg_al_m; pc11_pca_marg_al_m,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'marginal agricultural labourers male' appears under variables: pc01_pca_marg_al_m; pc11_pca_marg_al_m,"Consider one unified name, e.g. pc01_pca_marg_al_m, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_marg_al_p; pc11_pca_marg_al_p,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'marginal agricultural labourers total' appears under variables: pc01_pca_marg_al_p; pc11_pca_marg_al_p,"Consider one unified name, e.g. pc01_pca_marg_al_p, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_marg_cl_f; pc11_pca_marg_cl_f,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'marginal cultivators female' appears under variables: pc01_pca_marg_cl_f; pc11_pca_marg_cl_f,"Consider one unified name, e.g. pc01_pca_marg_cl_f, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_marg_cl_m; pc11_pca_marg_cl_m,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'marginal cultivators male' appears under variables: pc01_pca_marg_cl_m; pc11_pca_marg_cl_m,"Consider one unified name, e.g. pc01_pca_marg_cl_m, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_marg_cl_p; pc11_pca_marg_cl_p,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'marginal cultivators total' appears under variables: pc01_pca_marg_cl_p; pc11_pca_marg_cl_p,"Consider one unified name, e.g. pc01_pca_marg_cl_p, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_marg_hh_f; pc11_pca_marg_hh_f,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'marginal household industries female' appears under variables: pc01_pca_marg_hh_f; pc11_pca_marg_hh_f,"Consider one unified name, e.g. pc01_pca_marg_hh_f, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_marg_hh_m; pc11_pca_marg_hh_m,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'marginal household industries male' appears under variables: pc01_pca_marg_hh_m; pc11_pca_marg_hh_m,"Consider one unified name, e.g. pc01_pca_marg_hh_m, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_marg_hh_p; pc11_pca_marg_hh_p,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'marginal household industries total' appears under variables: pc01_pca_marg_hh_p; pc11_pca_marg_hh_p,"Consider one unified name, e.g. pc01_pca_marg_hh_p, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_marg_ot_f; pc11_pca_marg_ot_f,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'marginal other services workers female' appears under variables: pc01_pca_marg_ot_f; pc11_pca_marg_ot_f,"Consider one unified name, e.g. pc01_pca_marg_ot_f, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_marg_ot_m; pc11_pca_marg_ot_m,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'marginal other services workers male' appears under variables: pc01_pca_marg_ot_m; pc11_pca_marg_ot_m,"Consider one unified name, e.g. pc01_pca_marg_ot_m, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_marg_ot_p; pc11_pca_marg_ot_p,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'marginal other services workers total' appears under variables: pc01_pca_marg_ot_p; pc11_pca_marg_ot_p,"Consider one unified name, e.g. pc01_pca_marg_ot_p, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_margwork_f; pc11_pca_margwork_f,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'marginal workers female' appears under variables: pc01_pca_margwork_f; pc11_pca_margwork_f,"Consider one unified name, e.g. pc01_pca_margwork_f, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_margwork_m; pc11_pca_margwork_m,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'marginal workers male' appears under variables: pc01_pca_margwork_m; pc11_pca_margwork_m,"Consider one unified name, e.g. pc01_pca_margwork_m, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_margwork_p; pc11_pca_margwork_p,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'marginal workers total' appears under variables: pc01_pca_margwork_p; pc11_pca_margwork_p,"Consider one unified name, e.g. pc01_pca_margwork_p, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_non_work_f; pc11_pca_non_work_f,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'non workers female' appears under variables: pc01_pca_non_work_f; pc11_pca_non_work_f,"Consider one unified name, e.g. pc01_pca_non_work_f, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_non_work_m; pc11_pca_non_work_m,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'non workers male' appears under variables: pc01_pca_non_work_m; pc11_pca_non_work_m,"Consider one unified name, e.g. pc01_pca_non_work_m, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_non_work_p; pc11_pca_non_work_p,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'non workers total' appears under variables: pc01_pca_non_work_p; pc11_pca_non_work_p,"Consider one unified name, e.g. pc01_pca_non_work_p, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_p_06; pc11_pca_p_06,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'population 0 6' appears under variables: pc01_pca_p_06; pc11_pca_p_06,"Consider one unified name, e.g. pc01_pca_p_06, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_p_ill; pc11_pca_p_ill,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'illiterate population total' appears under variables: pc01_pca_p_ill; pc11_pca_p_ill,"Consider one unified name, e.g. pc01_pca_p_ill, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_p_lit; pc11_pca_p_lit,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta,conceptual,normalized label 'literate population total' appears under variables: pc01_pca_p_lit; pc11_pca_p_lit,"Consider one unified name, e.g. pc01_pca_p_lit, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_p_sc; pc11_p_sc; pc11_pca_p_sc,pc01_pdf_shrid_key.dta; pc01u_pca_clean.dta; pc11_pdf_shrid_key.dta; pc11r_pca_clean.dta; pc11r_subdistrict_social_group.dta; pc11u_pca_clean.dta,conceptual,normalized label 'scheduled castes population total' appears under variables: pc01_pca_p_sc; pc11_p_sc; pc11_pca_p_sc,"Consider one unified name, e.g. pc01_pca_p_sc, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_p_st; pc11_p_st; pc11_pca_p_st,pc01_pdf_shrid_key.dta; pc01u_pca_clean.dta; pc11_pdf_shrid_key.dta; pc11r_pca_clean.dta; pc11r_subdistrict_social_group.dta; pc11u_pca_clean.dta,conceptual,normalized label 'scheduled tribes population total' appears under variables: pc01_pca_p_st; pc11_p_st; pc11_pca_p_st,"Consider one unified name, e.g. pc01_pca_p_st, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_tot_f; pc11_pca_tot_f,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta; shrug_pc11_pca.dta,conceptual,normalized label 'female population' appears under variables: pc01_pca_tot_f; pc11_pca_tot_f,"Consider one unified name, e.g. pc01_pca_tot_f, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_tot_m; pc11_pca_tot_m,pc01u_pca_clean.dta; pc11r_pca_clean.dta; pc11u_pca_clean.dta; shrug_pc11_pca.dta,conceptual,normalized label 'male population' appears under variables: pc01_pca_tot_m; pc11_pca_tot_m,"Consider one unified name, e.g. pc01_pca_tot_m, if the concepts match.",Heuristic label match; confirm context before renaming.
pc01_pca_tot_p; pc11_pca_tot_p; pc11_tot_p,pc01_hb_eb_pop.dta; pc01_pdf_shrid_key.dta; pc01u_pca_clean.dta; pc11_pdf_shrid_key.dta; pc11r_pca_clean.dta; pc11r_subdistrict_social_group.dta; pc11u_pca_clean.dta; segregation_citydata_urban_200.dta; segregation_citydata_urban_4000.dta; shrug_pc11_pca.dta,conceptual,normalized label 'total population' appears under variables: pc01_pca_tot_p; pc11_pca_tot_p; pc11_tot_p,"Consider one unified name, e.g. pc01_pca_tot_p, if the concepts match.",Heuristic label match; confirm context before renaming.
